Serial Number,Date Created,TestingSoftwareVersion,Test Result,status_CL_2,status_CL_25,status_CL_8,status_OL,P_CL_2,P_Avg_CL_25,P_Avg_CL_8,P_Avg_OL,P_StdDev_CL_2,P_StdDev_CL_25,P_StdDev_CL_8,P_StdDev_OL,F_Avg_CL_2,F_Avg_CL_25,F_Avg_CL_8,F_Avg_OL,F_StdDev_CL_2,F_StdDev_CL_25,F_StdDev_CL_8,F_StdDev_OL,D_Avg_CL_2,D_Avg_CL_25,D_Avg_CL_8,D_Avg_OL,D_StdDev_CL_2,D_StdDev_CL_25,D_StdDev_CL_8,D_StdDev_OL
3H002B,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,268.17","29,459.51","29,436.27","30,658.11",55.13889,8.625617,17.18715,8.61864,804.46,"9,880.52",3197.59,"5,637.75",83.97726,55.56706,55.87382,37.37076,343.37,3641.363,1200.617,2410.833,18.29224,15.49189,15.66325,10.81966
3H002B,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,373.64","29,265.72","29,421.52","30,659.21",38.90304,60.01322,39.6807,8.309344,801.2,"9,984.52",3200.163,"5,656.67",52.50498,60.19105,52.51754,47.5514,350.2967,3578.903,1213.907,2391.62,16.42785,24.11226,18.15235,11.3648
3H002B,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,422.45","29,522.15","29,527.01","30,657.09",46.02406,12.79361,14.59567,9.061016,799.4633,"9,999.38",3197.673,3938.56,62.61837,70.12766,49.43883,32.12745,517.76,"5,308.27",1753.777,2441.92,15.70436,17.92544,13.75129,9.578632
3H002B,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,300.36","29,494.36","29,480.50","30,662.34",54.86407,15.23611,20.9024,8.259107,799.1633,"9,999.92",3199.657,3779.11,77.94497,57.023,51.64133,37.34058,518.93,"5,483.24",1796.1,2439.007,16.91359,16.30387,14.98577,11.06181
3H000N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,325.41","29,384.55","29,438.62","30,662.75",45.75195,254.5715,33.45987,8.985628,802.4567,"10,183.21",3194.803,3803.873,71.91015,804.3061,51.91928,36.97045,533.7533,"5,453.75",1804.543,2435.077,15.34694,567.689,16.51986,12.25771
3H000N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,286.44","29,471.80","29,455.09","30,664.37",64.62693,23.71397,18.58565,8.685927,798.5533,"9,986.87",3200.897,"5,918.28",81.00025,53.2026,50.3132,41.62241,325.88,3512.663,1143.1,2403.073,17.38885,13.57383,17.33608,10.7901
2H001E,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,284.37","29,214.78","29,370.98","30,670.67",57.02367,62.92762,40.65162,8.313696,800.1233,"9,985.52",3195.233,"5,500.45",78.98117,69.65319,66.19423,34.3275,342.33,3695.71,1232.703,2419,15.45454,27.2558,16.80216,9.595517
2H002X,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,367.88","29,404.69","29,475.99","30,672.56",46.82948,33.18692,19.83623,8.105799,804.7733,"10,093.39",3197.357,3705.95,60.28699,257.1774,49.64119,28.97485,525.86,"5,572.73",1831.667,2441.33,17.53944,129.6764,19.5932,8.48293
2A000R,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,399.16","29,379.15","29,438.45","30,656.44",34.56755,60.28161,29.07255,9.577529,803.2933,"9,981.62",3203.51,"5,908.57",76.49252,72.12951,45.9645,32.03051,309.07,3512.807,1165.603,2421.193,20.59219,19.50865,15.10919,9.536059
2H001E,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Pass,245.5133,259.56,251.1267,"30,663.51",0.928262,1.521742,1.380521,8.678183,260.6267,257.4567,259.4633,"5,554.93",16.61084,17.05732,17.37507,43.5833,310.2467,305.0667,305.9533,2418.73,2.410165,1.889971,1.649799,10.55077
3H001G,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,338.48","29,579.04","29,436.38","30,663.51",47.2335,337.5976,32.30337,8.678183,802.0267,"10,249.87",3198.017,"5,554.93",73.189,1183.787,58.92985,43.5833,314.0833,3940.9,1208.77,2418.73,16.40897,684.9743,13.27077,10.55077
3H001H,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,420.06","29,640.50","29,499","30,672.89",49.10476,305.1627,14.36573,8.47461,799.3533,"10,354.32",3197.093,"5,539.86",66.52363,1060.14,47.76904,34.05509,318.8967,"4,011.64",1207.777,2416.957,17.21309,637.9394,16.50373,10.87664
3H001D,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,429.55","29,546.08","29,549.63","30,659.43",41.53353,16.2396,19.28314,8.868296,806.3433,"9,994.20",3199.497,"4,026.12",56.08616,54.4339,60.17955,34.53683,486.4567,"5,120.18",1679.893,2400.32,18.04892,16.8815,15.76267,11.09162
3H001D,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,331.07","29,498.92","29,505.83","30,669.43",43.58575,15.11133,15.41509,7.905915,804.8367,"9,998.92",3204.837,3533.513,66.97915,43.71882,38.79503,36.0074,562.9333,"5,878.17",1929.45,2434.153,15.37435,15.084,13.2735,9.415051
3H001G,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Fail,"29,390.09","29,538.70","29,472.14","30,653.00",49.66985,518.0854,16.82689,10.36393,801.3333,"10,219.84",3196.803,3996.863,57.3478,1635.071,53.92134,47.37137,489.6,"5,292.59",1674.263,2392.58,15.2684,1180.899,14.58707,16.89703
3H001G,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,378.15","29,464.62","29,454.91","30,671.68",48.50819,19.81511,16.11926,8.330218,803.7633,"9,998.76",3200.263,3651.247,60.7149,54.07294,44.45925,38.7367,539.24,"5,683.44",1869.3,2445.753,16.79003,16.10364,13.4284,9.527483
3C006N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,375.82","29,498.96","29,504.66","30,656.65",58.14274,7.141071,17.09224,9.007289,797.1267,"9,974.84",3196.677,"5,831.09",84.51754,49.71753,55.26502,42.92512,306.4933,3560.977,1148.703,2400.18,16.26865,14.18995,13.38766,10.27656
3C005H,10/24/2017 9:51,3.2,Fail,Pass,Pass,Fail,Pass,"29,429.22","29,341.72","29,459.97","30,662.37",50.75401,54.3012,56.48341,9.517997,801,"9,976.74",3199.373,"5,924.77",69.72071,69.42329,49.77572,38.21317,317.8567,3486.843,1169,2416.077,15.53395,21.24608,17.30261,11.69119
3C006N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,395.50","29,496.67","29,488.37","30,659.27",55.69895,16.08454,21.10698,9.723655,804.5533,"9,994.86",3199.51,3663.317,63.44044,48.98394,48.75894,35.79341,509.2567,"5,663.68",1834.943,2436.747,15.43649,17.63281,13.19076,10.71481
3C005M,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,317.79","29,375.06","29,461.97","30,666.38",38.76858,31.64508,15.21571,9.060321,802.7267,"9,991.23",3195.393,"5,857.30",68.24086,56.35034,52.47942,52.22486,302.1367,3527.693,1143.33,2387.263,15.96681,17.40547,16.98705,11.38916
3H001F,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,218.75","29,456.94","29,337.40","30,657.04",55.6318,17.32142,27.37755,8.771597,807.9867,"9,997.65",3199.857,3874.647,72.86433,45.55531,64.10982,34.73513,484.54,"5,342.45",1722.563,2425.287,16.21566,16.30949,15.63908,12.0529
3H001F,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,224.65","29,231.62","29,356.76","30,670.52",57.3388,63.73002,30.4702,8.678406,799.7333,"9,983.19",3199.717,"5,807.40",68.81929,75.08235,43.69337,41.45148,297.52,3497.517,1144.003,2404.79,18.83252,27.01538,11.93106,9.529498
3H001B,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,356.09","29,410.40","29,477.15","30,666.58",45.28093,17.22694,16.99272,8.770469,802.8367,"9,865.30",3198.71,"5,490.08",57.77027,65.39802,50.49596,39.64548,346.2867,3719.223,1237.62,2402.853,12.05223,21.20734,15.03822,10.91029
3H0016,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,370.30","29,528.00","29,491.79","30,664.16",50.43298,15.41781,16.27208,8.355046,803.3567,"10,001.38",3198.193,3875.417,60.47036,42.46217,50.31012,37.47524,522.8967,"5,364.84",1754.097,2432.907,15.47665,15.43014,13.77056,9.948538
3H0015,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,401.97","29,496.14","29,483.88","30,647.60",26.883,15.86207,16.5574,9.651976,799.0133,"9,995.50",3203.073,3878.23,46.78559,58.68628,48.40876,32.61298,477.4233,"5,458.85",1763.677,2453.197,13.71536,21.11793,17.30768,10.10726
3H0017,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,430.30","29,458.42","29,440.12","30,665.30",41.545,218.4974,26.89714,8.160325,806.6267,"10,236.58",3201.297,3856.543,63.19042,743.2207,46.3376,42.82664,537.0833,"5,457.19",1785.13,2429.997,18.14381,516.0963,15.34619,9.781684
3H0014,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,366.12","29,487.46","29,510.01","30,651.98",44.45894,14.31692,16.2714,8.750141,799.66,"10,000.62",3198.163,"4,741.78",55.80645,47.19851,48.20228,37.10679,416.0067,"4,381.75",1446.597,2428.8,16.88327,15.37703,15.32106,10.61941
3H000H,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,314.20","29,502.10","29,469.06","30,659.65",42.73378,17.68984,16.57889,7.649463,808.21,"9,998.79",3198.097,"4,056.50",64.23212,47.96775,45.79748,30.99179,476.5967,"5,116.25",1660.347,2437.683,19.19356,14.17917,13.58674,8.663711
3H0011,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,313.04","29,444.02","29,436.68","30,643.17",45.01331,16.72829,23.97879,9.301628,801.8433,"10,000.05",3197.37,3688.62,63.2069,51.61168,47.04637,37.9582,508.4467,"5,585.63",1837.357,2401.453,13.22165,16.52303,14.93014,11.78861
2B0010,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,372.18","29,427.84","29,397.91","30,661.14",38.97316,269.1325,29.27178,8.087296,802.26,"10,226.52",3198.633,3805.717,58.53806,861.5708,48.45009,33.83095,527.8567,"5,496.25",1797.19,2419.087,17.38036,614.046,13.65303,9.383007
2A000W,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,388.78","29,603.23","29,487.28","30,657.15",43.30067,346.1289,16.10253,9.226833,800.7367,"10,388.75",3203.083,"5,495.40",63.22163,1221.797,50.77503,33.69331,347.9167,"4,027.79",1244.657,2416.59,14.48462,716.1609,14.83931,9.227648
2H003F,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,335.77","29,457.44","29,475.12","30,660.97",44.2882,144.3642,20.08309,8.956437,797.1533,"10,288.92",3200.463,3908.607,61.58889,639.1789,55.84634,37.02616,478.7433,"5,439.55",1739.697,2424.793,14.93995,392.4047,15.17831,11.08355
2H002W,10/24/2017 9:51,3.2,Fail,Fail,Pass,Fail,Pass,"29,326.50","29,389.62","29,419.01","30,660.64",54.67787,47.16234,22.56448,7.919043,844.8667,"10,025.45",3215.457,2588.623,69.68146,98.0964,68.01034,37.57413,1637.713,"6,403.45",2676.83,2441.5,59.96333,41.46569,24.60002,9.63652
3H0007,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,373.71","29,267.68","29,403.66","30,668",36.49666,25.96533,41.95264,8.790847,804.2833,"9,807.89",3193.633,"4,785.77",50.90277,128.7925,54.69946,38.57525,389.9667,"4,006.67",1480.697,2410.277,12.55796,34.76837,17.08305,11.06969
3H000N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,278.01","29,455.86","29,364.44","30,656.57",78.45865,10.01433,26.85606,9.857618,799.64,"10,000.57",3197.273,"5,676.42",67.64151,58.6618,57.57773,39.4418,339.8267,3627.033,1176.53,2398.67,16.29029,16.46301,14.35026,12.86864
3H000G,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Pass,"29,326.84","29,290.03","29,385.71","30,656.05",43.92988,72.15901,30.47579,9.455655,805.4667,"9,936.38",3194.733,1942.37,52.17172,58.21605,53.94566,36.24292,1021.743,"9,260.68",3223.33,2448.75,16.71477,86.88274,21.21532,10.44123
3H0009,10/24/2017 9:51,3.2,Fail,Fail,Pass,Fail,Pass,"29,344.03","29,274.39","29,407.26","30,664.69",38.89805,57.43268,39.38806,8.763787,802.87,"10,027.57",3195.2,2909.103,60.68726,139.8181,55.41672,40.5735,760.0267,"6,622.05",2321.277,2449.797,15.73817,58.19582,20.79976,9.967881
3H0006,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,368.92","29,379.46","29,401.48","30,654.32",47.05099,519.5029,34.95247,9.290768,805.94,"10,129.81",3198.827,3716.397,57.9866,1509.597,54.96309,37.72768,499.2833,"5,636.97",1826.507,2422.667,14.68027,1158.382,15.24388,9.300992
3C006T,10/24/2017 9:51,3.2,Fail,Pass,Pass,Fail,Pass,"29,347.77","29,450.96","29,407.42","30,670.28",45.82174,15.78286,20.6035,8.371761,806.75,"9,995.63",3201.983,3028.517,62.49455,44.72535,54.58265,34.32183,667.3367,"6,606.41",2190.717,2442.45,19.84698,15.49063,19.3633,10.42525
3H0005,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,248.67","29,357.18","29,413.20","30,678.37",43.50642,30.35816,19.08853,8.048341,806.8933,"10,046.09",3206.053,3683.797,57.6966,138.6326,52.28164,37.85222,514.9767,"5,591.25",1838.73,2431.737,19.20181,65.22797,14.89898,8.597752
2J001Y,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,365.66","29,531.34","29,451.44","30,674.97",37.03256,15.58581,19.37247,7.585272,806.1867,"10,000.06",3199.56,3936.277,60.68348,56.84545,54.1286,40.14209,510.5167,"5,264.89",1726.94,2422.34,15.64775,12.83966,14.56753,9.800655
2H003K,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,356.66","29,478.18","29,455.52","30,676.43",39.91197,24.32363,18.72654,8.459729,807.4433,"9,991.83",3201.82,3058.76,60.20532,53.09811,55.44338,31.84709,686.8933,"6,588.13",2203.163,2436.92,16.07836,16.53152,16.33811,9.129006
2J000Y,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,294.10","29,396","29,367.76","30,673.20",48.44548,160.6829,28.50857,7.75555,806.6233,"10,229.11",3192.94,3926.91,62.91883,540.08,50.8354,34.77988,441.8033,"5,558.49",1725.23,2436.58,17.68208,380.1224,13.77487,9.939765
2H003K,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,374.64","29,347.51","29,435.40","30,673.37",50.12706,222.8549,25.8065,8.477949,804.43,"10,072.80",3199.76,"4,173.63",65.85311,705.0334,42.00374,43.29056,462.9567,"4,986.45",1643.89,2427.057,16.15166,466.3774,14.13757,8.430086
2A000N,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,326.29","29,451.13","29,402.48","30,671.46",55.13861,20.65308,30.67142,8.170378,800.4633,"9,989.69",3197.383,"4,012.75",71.14049,51.29161,50.90125,31.41677,479.36,"5,099.69",1640.813,2443.06,15.16701,18.08108,15.69679,9.635739
2H0035,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,265.33","29,441.79","29,336.73","30,671.99",73.52029,11.36735,25.37174,7.993287,800.7,"9,995.76",3199.74,"5,803.00",94.87847,59.30793,55.91048,37.43547,309.6933,3600.627,1137.473,2420.643,18.90194,16.52978,12.11619,9.403492
2J001Y,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,183.34","29,272.67","29,306.50","30,680.30",80.80713,244.9534,34.25019,9.018673,809.2567,"10,061.27",3199.56,3840.573,69.81871,743.5046,52.61481,35.65703,514.59,"5,288.38",1734.26,2437.567,15.41877,523.5519,12.03163,8.931724
2J0019,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,260.31","29,256.61","29,337.71","30,675.18",82.66798,49.29546,29.43669,8.069696,805.69,"9,969.86",3194.387,"5,232.91",81.1427,86.80321,48.38451,36.1961,363.7533,3883.11,1287.38,2427.923,16.57774,19.86844,13.40562,9.191636
2H000W,10/24/2017 9:51,-3.2,Fail,Fail,Fail,Fail,Fail,806.0889,"13,643.71","8,219.18","26,182.11",1599.533,1509.884,937.589,"5,049.45",258.0889,3695.6,3376.311,"6,408.31",0.866667,1078.034,851.7258,"4,087.23",-1171.64,474.8,629.3778,"4,261.73",2324.91,94.88646,502.5698,1834.626
2H001G,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,350.75","29,369.00","29,492.38","30,672.65",51.68916,44.27709,18.22811,7.81525,809.0533,"9,978.05",3199.453,3669.07,66.34857,54.47925,52.52536,41.99314,532.3733,"5,588.32",1847.723,2445.933,17.1897,32.73816,14.15238,8.7722
2E001G,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,305.9083,312.3133,307.1883,319.2967,0.774334,0.864514,0.87478,1.162143,265.7833,262.2,262.3367,264.6533,17.18807,14.62715,14.47785,15.28828,288.2433,276.7533,279.5833,274.9,2.157057,1.578156,1.363531,1.761016
3C006P,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,335.19","29,392.12","29,366.52","30,678.21",41.42437,164.1761,32.31533,8.955062,804.57,"10,254.57",3195.743,3718.163,62.08792,589.8227,55.61127,39.40299,546.37,"5,607.32",1833.66,2427.63,15.94361,401.09,13.16667,10.82508
3C006W,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,327.57","29,462.76","29,471.22","30,674.41",43.62495,16.60505,16.55765,8.373256,801.65,"10,002.16",3201.41,"4,386.38",64.88074,51.54674,56.4109,37.60201,434.5033,"4,746.85",1551.27,2413.853,15.59302,14.25475,14.19022,10.57346
3C0065,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,310.32","29,432.32","29,401.26","30,671.58",40.31763,16.60707,26.93968,8.488806,802.8067,"9,998.96",3196.45,"5,074.33",54.50272,56.02344,61.1704,40.16795,402.95,"4,058.89",1339.79,2412.557,14.21894,13.92334,16.0194,12.58787
3C0077,10/24/2017 9:51,3.1,Fail,Pass,Fail,Fail,Pass,"29,477.70","29,318.31","29,479.09","30,680.10",15.55218,15.20981,15.17082,7.767979,801.88,"9,528.16",3200.407,1863.69,23.17208,53.16222,21.37058,19.82542,839.6033,"11,711.62",3862.41,2455.98,15.21039,29.79898,15.33434,10.90929
3C0078,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,318.06","29,479.42","29,489.01","30,674.62",53.60566,265.1236,17.98109,8.590265,797.56,"10,169.57",3198.68,"4,409.53",74.42814,875.3488,58.35301,41.45739,426.28,"4,827.01",1548.033,2419.64,14.51408,570.7308,14.69937,9.652295
3C006R,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,245.11","29,419.94","29,466.01","30,672.74",62.76217,54.97214,19.57656,9.189185,799.61,"9,985.12",3200.27,3832.187,76.86399,60.25902,63.21857,36.75199,522.4067,"5,408.05",1791.583,2438.937,17.21934,31.22094,16.93816,9.883285
3C0072,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,343.02","29,255.91","29,420.43","30,669.97",44.04302,51.40031,34.67148,8.884455,799.28,"9,939.60",3196.597,"5,152.45",61.2373,95.18436,54.18512,36.80877,379.0933,3940.33,1329.193,2429.1,16.07568,22.01278,13.48822,10.52967
3C0065,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,273.86","29,409.89","29,382.24","30,669.02",44.66826,18.16153,29.64834,8.304061,803.1933,"9,996.67",3197.203,2800.92,72.06925,59.2109,55.08861,32.74057,824.1067,"6,846.81",2387.19,2458.673,17.37161,18.56082,15.51166,9.350394
3C0065,10/24/2017 9:51,3.1,Fail,Pass,Fail,Fail,Pass,"28,932.76","29,353.98","28,917.58","29,350.65",6.661915,31.43753,37.80229,9.165472,264.76,"9,949.98",449.8733,264.4233,15.79732,68.0021,262.0327,15.46999,"4,711.38","8,413.79","4,758.67","4,914.02",2.524393,28.48294,75.25555,12.3096
1K001D,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,283.54","29,455.38","29,398.19","30,667.00",51.83137,18.63119,31.99338,7.673571,805.0467,"9,997.97",3196.027,"4,098.78",75.10604,67.86584,63.99125,38.84194,495.2567,"5,043.10",1662.407,2430.277,18.33106,16.06165,14.80222,8.282215
3C006R,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,300.47","29,388.38","29,450.02","30,673.21",55.18027,35.79241,15.91616,8.102152,802.56,"10,008.25",3200.273,3765.02,83.58835,78.37333,48.99449,37.79093,536.95,"5,420.33",1804.77,2426.067,20.20054,27.55849,15.61005,11.25668
3C0078,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,303.24","29,350.07","29,400.65","30,666.07",45.61379,239.0204,32.92318,9.363018,803.1567,"10,097.07",3195.79,"4,115.41",65.85023,773.7632,54.81441,28.75117,485.8067,"5,030.92",1662.19,2430.34,15.80877,511.4436,13.48961,10.93647
3C0065,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,318.62","29,468.26","29,411.54","30,672.77",36.41296,15.90179,19.07638,8.313815,805.2,"9,992.35",3202.627,3190.277,50.21072,42.89669,47.35081,38.38844,684.56,"6,279.39",2122.363,2442.117,15.31872,16.43174,13.56892,9.854661
3C002F,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,324.90","29,314.09","29,365.88","30,677.91",51.50182,49.76141,34.18126,8.080134,810.2167,"10,082.62",3198.697,3316.513,57.31237,228.1781,56.09225,34.97123,644.9233,"6,056.67",2052.917,2446.927,18.49415,117.368,14.46599,8.600017
3C002R,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,370.34","29,405.76","29,487.02","30,672.49",39.8289,40.6075,14.95759,8.516515,804.5167,"9,980.18",3202,2969.02,64.71565,60.56993,40.81713,42.40564,749.46,"6,573.45",2269.143,2445.423,14.05551,38.9502,12.24592,9.70403
3C002R,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,295.42","29,341.69","29,385.52","30,676.98",41.75695,44.57649,38.35718,8.482539,806.12,"10,006.25",3198.22,3123.813,75.28746,74.15958,53.33283,36.59163,640.65,"6,325.53",2102.21,2432.803,16.06148,28.22364,14.85173,11.36972
3C002A,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,321.43","29,341.69","29,357.92","30,676.98",43.9022,44.57649,31.091,8.482539,799.9833,"10,006.25",3196.287,3123.813,59.10081,74.15958,50.14357,36.59163,655.2433,"6,325.53",2140.467,2432.803,13.95424,28.22364,17.93383,11.36972
3C002A,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,334.42","29,306.84","29,389.09","30,676.72",40.65193,45.76342,37.38256,8.616868,809.45,"10,000.24",3200.147,3162.633,63.59016,82.8225,49.38111,35.14888,651.3733,"6,288.22",2143.767,2445.863,18.48397,31.66199,13.97434,10.13515
3C002F,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,371.95","29,332.05","29,419.94","30,679.02",40.89705,41.11088,36.43172,7.827561,805.3233,"10,012.85",3196.497,3282.867,64.66567,91.14387,51.84341,34.48391,650.79,"6,062.55",2079.47,2444.173,18.28951,31.33206,14.97922,9.275718
3C002R,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,340.67","29,370.43","29,442.93","30,679.59",64.84055,31.60758,18.43666,7.325214,806.99,"9,983.77",3200.803,3840.533,69.83451,49.06337,50.89377,42.97399,509.2233,"5,323.37",1759.193,2428.357,11.73228,23.44797,13.72136,10.1609
3C002R,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,313.11","29,455.03","29,391.01","30,669.18",68.05708,14.72062,44.47123,8.335695,795.44,"9,997.13",3197.43,"6,122.91",81.32054,54.48076,52.03998,44.28176,308.4867,3398.307,1096.38,2405.81,15.23297,17.21494,14.33504,10.36179
3C002C,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"27,806.71","27,721.04","28,183.94","28,389.49",62.22426,10.21589,19.51467,5.318169,261.77,2449.44,257.89,260.4767,19.28933,57.20935,18.40409,15.62281,303.1,1248.633,288.1,302.62,8.633295,20.18213,6.852933,2.858618
3C002C,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,326.82","29,330.43","29,461.30","30,678.73",50.31145,17.09632,17.80286,8.260295,799.7733,"9,849.97",3198.723,"5,198.47",78.7558,93.1809,70.10418,47.54954,349.5567,3895.807,1288.107,2406.223,15.74065,29.23647,16.26534,8.376967
3C0027,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,296.56","29,448.07","29,412.13","30,676",54.20749,23.68444,23.93699,8.597733,801.2667,"9,990.05",3200.86,3575.39,71.61851,61.02528,52.92056,36.74713,481.5867,"5,839.12",1861.327,2438.697,19.32633,23.45455,14.74525,9.387064
3C0076,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,370.88","29,351.88","29,438.84","30,676.42",44.34639,52.53755,35.43407,8.854346,807.3267,"9,989.59",3197.193,2875.05,54.04979,69.03005,43.04957,38.28607,726.14,"6,859.42",2347.387,2442.473,19.50208,29.11844,14.90703,10.36088
3C0077,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,410.07","29,438.52","29,501.93","30,677.39",41.99403,35.38224,16.34074,7.094268,800.39,"9,994.88",3194.97,"5,476.61",74.20057,46.30348,51.17514,35.50877,675.2267,"6,325.75",2157.833,2409.36,17.69651,22.67159,13.04097,9.595293
1K001F,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,333.48","29,415","29,440.97","30,677.39",50.45716,27.87177,19.97233,7.094268,799.58,"9,873.12",3197.03,"5,476.61",81.84719,71.4661,57.6872,35.50877,360.22,3706.087,1238.817,2409.36,16.26601,22.82974,14.57156,9.595293
1K001D,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,319.35","29,421.93","29,488.87","30,682.67",52.24468,36.0604,17.85819,7.657623,801.24,"9,987.53",3196.167,3725.277,81.48529,48.95787,57.99938,32.41281,529.59,"5,417.31",1798.603,2411.59,17.13044,26.84243,15.39477,9.289584
3C005K,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,352.58","29,424.43","29,437","30,677.83",41.06302,33.17942,20.32172,8.500321,805.4433,"9,997.60",3201.223,2995.213,66.30935,52.66845,63.42549,37.53733,774.3533,"6,409.86",2246.12,2446.657,14.68826,19.44504,14.54388,9.483579
1K001F,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,365.28","29,410.72","29,415.97","30,676.04",40.9277,184.846,29.44761,8.330342,806.51,"10,269.08",3197.813,3714.903,72.51806,602.743,52.26652,39.09705,538.88,"5,619.93",1838.417,2431.543,15.94964,434.6763,15.908,9.92656
